timestamp,machine_id,temperature_C,vibration_level,machine_runtime_hours,inventory_level_units,pending_orders,supplier_id,supplier_lead_time_days,supplier_quality_score,supplier_reliability_index,fuel_price_index,port_delay_days,market_demand_index,weather_disruption_score,risk_probability,risk_label
51:40.0,MCH_176,82.1900721,50.73431885,143.7069481,1487,549,SUP_144,3.085039057,86.19698431,0.714958976,1.086606094,4.059995253,0.453595832,4.230399416,1,High
51:40.0,MCH_104,66.46279938,52.74067078,155.1320974,1420,506,SUP_124,6.656835813,91.87871943,0.780970356,0.96170395,1.084970554,0.737057362,2.718615944,0.546372631,Medium
51:40.0,MCH_196,79.19483081,58.19218474,145.8372555,1430,403,SUP_113,5.237257759,92.63069918,0.718227413,0.90320343,2.63646534,0.423667442,9.697573376,1,High
51:40.0,MCH_92,70.994853,33.7349664,174.9099361,1211,463,SUP_127,3.079351859,92.91965515,0.952356148,1.371897409,3.44372378,0.753798483,4.163162384,1,High
51:40.0,MCH_65,69.59618413,55.62591712,94.52564081,591,432,SUP_135,3.518277576,88.87482102,0.96408274,1.44338344,2.911170893,0.534231198,6.103941114,1,High
51:40.0,MCH_52,68.46076382,36.78343595,173.7838734,974,235,SUP_144,2.890421354,88.74519472,0.707911024,1.341296586,0.75565127,0.687974965,3.387962605,0.419067556,Low
51:40.0,MCH_137,71.30156762,31.28441536,142.769201,677,273,SUP_132,2.628940796,83.47244192,0.851537299,1.494144412,3.585785167,0.717339295,6.282014381,1,High
51:40.0,MCH_86,71.69053615,58.1451823,137.1560753,887,576,SUP_137,2.92129826,94.79785455,0.996996106,1.46742974,4.763021262,0.598742421,7.02246508,1,High
51:40.0,MCH_186,69.72380255,56.92928364,138.8772002,1251,570,SUP_122,2.525561487,90.25852786,0.724439406,1.46214113,0.48417733,0.955345208,5.375188138,0.394994283,Low
51:40.0,MCH_125,60.02605675,43.5411631,149.2288454,1114,147,SUP_109,5.912327362,89.76589451,0.886716837,0.997637812,1.706474759,0.669553014,3.657259407,0.637196104,Medium
51:40.0,MCH_233,62.96277064,49.55537257,178.4088368,636,210,SUP_115,4.722567744,82.82176513,0.876050384,1.259839608,3.049462294,0.928013055,7.990364371,1,High
51:40.0,MCH_245,65.85661766,47.44232427,145.461408,312,466,SUP_116,6.611323677,93.17442931,0.858531357,1.160543839,3.71366852,0.660503439,8.651081736,1,High
51:40.0,MCH_136,64.36491218,59.25024084,181.3567586,1445,169,SUP_145,5.809957015,93.76369201,0.874369736,1.108726433,2.783752919,0.942271218,3.807041486,1,High
51:40.0,MCH_68,72.62934507,24.89348342,89.97777884,1138,188,SUP_120,3.945254721,82.81559776,0.830019605,1.066666756,0.522757644,0.580719948,5.855669794,0.391407013,Low
51:40.0,MCH_159,66.47912854,38.59121934,90.01951869,868,389,SUP_136,2.134513796,72.02837706,0.843113068,1.182486874,3.561714355,0.927322275,7.183182309,1,High
51:40.0,MCH_73,78.87334186,50.89028,158.5338541,822,422,SUP_113,3.218016193,81.74939684,0.773854181,1.025094403,0.424826031,0.477371757,9.477342041,0.502389046,Medium
51:40.0,MCH_190,66.33786303,52.49643251,86.17590785,941,448,SUP_117,2.487788584,76.33957327,0.986066093,0.966569335,3.62901266,0.609343563,7.687277862,1,High
51:40.0,MCH_186,62.1055832,41.1569354,136.4622958,1483,409,SUP_104,3.337893331,76.27185107,0.787101268,1.36744373,3.906135531,0.492982073,5.33301849,1,High
51:40.0,MCH_173,77.63797572,46.96134604,72.37027275,810,412,SUP_140,2.147348799,83.0407455,0.889601366,0.944807202,2.626661733,0.992211313,1.132290734,0.935768088,High
51:40.0,MCH_169,73.82186716,53.49316853,115.8130845,1363,203,SUP_131,4.690415018,87.09517048,0.723088727,0.915120812,2.771429782,0.832269431,3.062858139,1,High
51:40.0,MCH_82,71.70624906,56.46160041,115.5278344,1065,255,SUP_118,3.893203724,89.2642576,0.752587543,1.242250187,0.809267725,0.503557705,4.1812873,0.51589411,Medium
51:40.0,MCH_152,67.46949726,41.78200622,155.7122009,1125,256,SUP_106,4.86315046,77.07115585,0.954105499,1.350146644,0.941975579,0.642837066,6.301324088,0.515424284,Medium
51:40.0,MCH_132,71.02570718,53.52376556,162.7041479,564,203,SUP_141,4.699904647,76.437897,0.999190482,1.450774287,1.859802304,0.816080689,9.108099536,0.833661631,High
51:40.0,MCH_97,77.60605885,53.98538564,69.25997098,1287,570,SUP_113,2.867449828,89.94349851,0.856528874,1.432869063,0.012593804,0.733835793,8.58591876,0.287289069,Low
51:40.0,MCH_164,65.91578054,54.36599527,140.6892562,857,235,SUP_150,2.311579856,90.71741809,0.818614021,1.41549931,1.097283253,0.656184962,5.53220725,0.578077977,Medium
51:40.0,MCH_133,68.13532897,34.16281617,64.7698279,820,573,SUP_107,2.48998727,76.53380403,0.994632701,1.273329024,1.769843408,0.938867211,4.913843027,0.717066087,Medium
51:40.0,MCH_227,75.54294754,33.48770596,113.5129963,680,295,SUP_119,2.493627827,78.89786241,0.825758097,1.306988236,4.210512351,0.484072812,9.505548857,1,High
51:40.0,MCH_90,74.81474015,54.01634398,136.194996,454,149,SUP_129,5.178283767,73.6982604,0.918331243,0.922114813,3.473910554,0.508212207,1.619940244,1,High
51:40.0,MCH_233,69.56607349,21.55417247,81.97256063,711,598,SUP_134,3.782372039,86.53000439,0.92785317,0.935556016,2.332277825,0.885282864,2.614427177,0.802808401,High
51:40.0,MCH_188,78.95782376,24.5327389,86.85713646,1361,454,SUP_120,6.000167682,71.85147499,0.908513303,0.958463589,3.379996471,0.965855616,6.916741553,1,High
51:40.0,MCH_112,74.35577411,35.44574498,170.5619079,1473,278,SUP_146,5.415575741,94.40592917,0.854791121,1.499455142,3.482583384,0.550365367,3.76907707,1,High
51:40.0,MCH_120,75.60550282,35.11766425,74.34144432,666,578,SUP_118,5.283049267,73.76883213,0.821603805,1.479959589,1.330518594,0.774254645,9.203045854,0.724639116,Medium
51:40.0,MCH_229,77.80506477,38.68122002,97.31236256,679,115,SUP_136,3.512823548,87.45666367,0.943628315,1.431972567,2.411568601,0.446449596,5.248190366,0.936451914,High
51:40.0,MCH_148,75.59054309,56.4342036,174.5581199,1157,155,SUP_100,4.630064444,91.14573132,0.897520649,1.05596255,3.38498905,0.475816281,5.226498107,1,High
51:40.0,MCH_114,60.86421682,20.41724014,189.9645667,554,154,SUP_109,5.709765576,72.18430195,0.882208844,0.940347361,2.362112301,0.62799946,3.307308649,0.912989774,High
51:40.0,MCH_135,59.36361543,36.37526282,143.7756582,1054,348,SUP_127,2.501286368,91.48545044,0.968741688,1.073631824,3.48449576,0.669473522,5.256622307,1,High
51:40.0,MCH_82,66.49530334,59.34095868,118.3297856,397,182,SUP_121,2.725115579,84.75903941,0.740289708,1.365633661,4.33333564,0.974165887,4.253998349,1,High
51:40.0,MCH_204,64.03987758,42.15456562,182.5630357,713,231,SUP_103,4.630686773,72.25853488,0.797466957,1.15573287,3.926627609,0.897768787,3.550578741,1,High
51:40.0,MCH_134,74.24695163,21.3327591,83.25806923,850,271,SUP_110,4.846173964,85.61287223,0.939418404,1.036023176,1.170733917,0.946730463,6.608957504,0.544468922,Medium
51:40.0,MCH_231,74.89952615,33.31017846,54.89627262,612,532,SUP_150,2.260967087,74.6925813,0.799237569,1.295352123,2.626070745,0.749665233,3.885718847,1,High
51:40.0,MCH_50,74.82462774,35.71736854,197.5670679,434,245,SUP_106,6.889281747,74.83255468,0.996038258,1.093361616,4.079905488,0.631075369,5.465593017,1,High
51:40.0,MCH_147,68.55257856,28.04797645,63.68174599,324,489,SUP_135,5.109904514,75.00354008,0.89482248,1.242347411,1.571819756,0.984567895,4.1957758,0.696441188,Medium
51:40.0,MCH_56,69.14242266,49.85859418,133.0033432,677,253,SUP_129,4.574756971,81.63249856,0.811311945,0.999663503,3.887236687,0.622438479,4.59688364,1,High
51:40.0,MCH_216,77.00823649,45.02577832,74.97334597,1483,501,SUP_119,2.985621538,94.59835481,0.995876896,1.318240401,1.721277681,0.901799343,0.35365606,0.566642675,Medium
51:40.0,MCH_228,63.2982069,52.28682066,187.8709037,1003,465,SUP_132,6.363664312,80.63851226,0.836129277,0.963082817,3.175132972,0.924275451,8.824930567,1,High
51:40.0,MCH_207,62.76415074,42.23555617,61.72850382,1406,223,SUP_124,5.725632615,74.88213895,0.953338374,1.217263962,2.124430928,0.681774298,3.952880459,0.820722951,High
51:40.0,MCH_72,68.06268382,22.01614682,121.4981052,744,308,SUP_125,5.413716032,72.4142088,0.969642687,1.000225241,2.131920743,0.435672089,5.50516048,0.856629062,High
51:40.0,MCH_80,73.90196345,32.90587301,174.9707402,414,222,SUP_127,4.208724041,70.26060642,0.796496418,1.060911402,4.634315181,0.698366931,3.837985869,1,High
51:40.0,MCH_153,63.4138766,44.87112194,57.48952115,1037,261,SUP_124,6.016602991,82.03124138,0.722396702,1.335395482,0.382558353,0.602522068,5.418077516,0.41386122,Low
51:40.0,MCH_83,66.9607221,28.00099001,102.2620027,1115,163,SUP_110,2.295831758,91.26641959,0.793242864,1.491440265,0.488232065,0.863454023,6.62464767,0.415525912,Low
51:40.0,MCH_165,68.82252309,26.04931873,170.2218304,959,359,SUP_149,6.971985435,83.84149042,0.830869325,1.109648326,3.520236642,0.858867698,0.023925098,1,High
51:40.0,MCH_61,77.0392001,21.4330626,125.8156339,870,529,SUP_131,2.010544328,89.15635499,0.92764936,1.117306178,0.602732615,0.564345473,2.782579484,0.315026965,Low
51:40.0,MCH_216,68.35622442,45.55978236,164.7019994,414,466,SUP_121,6.798978067,78.80974632,0.86178505,1.021040233,2.602318082,0.974532967,2.411207096,0.896878138,High
51:40.0,MCH_56,67.2632038,22.99315546,120.4590436,381,551,SUP_126,5.052095258,79.73306302,0.766616573,1.453884162,0.99451025,0.798226461,3.203258789,0.518479081,Medium
51:40.0,MCH_149,62.73780459,26.28570557,70.16515851,827,298,SUP_145,3.040247176,81.26436451,0.849842642,1.319832777,1.68101018,0.54570615,3.223844098,0.708657623,Medium
51:40.0,MCH_206,73.64716203,41.14149054,52.91742935,1301,392,SUP_133,2.516510759,87.37708529,0.888323429,1.219552038,1.954915009,0.7752892,5.027483032,0.789340816,High
51:40.0,MCH_200,65.34133701,51.6941128,82.55812919,883,461,SUP_121,3.591445945,77.80826038,0.954929546,1.089300378,3.168900097,0.45303879,4.725092004,1,High
51:40.0,MCH_154,63.5520074,51.73224938,192.3859504,707,132,SUP_102,3.563323242,75.55209974,0.764741483,1.38948455,4.430847895,0.623686877,2.581506455,1,High
51:40.0,MCH_237,66.14525394,55.51931659,190.9483969,1256,216,SUP_130,6.221237878,94.4519068,0.802056215,1.040393011,3.195971745,0.425823636,2.308283054,1,High
51:40.0,MCH_139,68.51290631,55.03578563,121.048354,1053,116,SUP_103,2.74531125,77.91321065,0.835761403,0.993749994,0.918260456,0.713126945,9.972485265,0.640221768,Medium
51:40.0,MCH_190,62.49444924,54.11193246,135.9397485,607,268,SUP_121,3.407930031,92.31004816,0.859710918,1.027940755,2.869156827,0.842192227,1.398110714,0.969580683,High
51:40.0,MCH_135,74.50069428,23.05747155,143.9945183,723,302,SUP_121,5.341949481,91.52830093,0.838258152,1.403926583,4.14549309,0.782812885,7.523658167,1,High
51:40.0,MCH_62,78.45523722,59.85618713,167.3731884,1050,303,SUP_109,2.243450356,79.9904577,0.95961464,0.912567754,4.637681278,0.97669465,4.541634042,1,High
51:40.0,MCH_152,69.63797166,43.31620141,159.4492676,1184,250,SUP_138,2.029502932,77.55783113,0.84179705,1.048034259,3.938557494,0.801117981,5.631048261,1,High
51:40.0,MCH_159,74.50743503,51.66341921,163.0791988,1259,457,SUP_137,6.315542458,85.52337966,0.858596245,1.012658582,1.969705632,0.850768337,2.073969082,0.758519187,High
51:40.0,MCH_119,72.26406315,41.24591287,74.71874208,381,338,SUP_149,6.563215256,83.97374014,0.917918512,1.393863262,1.876071049,0.427959368,0.04474831,0.615742056,Medium
51:40.0,MCH_149,73.14724952,20.62597409,87.29793409,1336,561,SUP_150,6.234211743,72.9203291,0.867170455,1.080704682,0.837632476,0.889486877,3.001690455,0.367593327,Low
51:40.0,MCH_102,72.95907368,47.08292205,117.2157069,492,268,SUP_127,5.259423353,76.97159901,0.850736737,1.2264834,4.963712873,0.835456563,2.049124494,1,High
51:40.0,MCH_186,66.21021355,48.44532359,124.0928872,1176,395,SUP_127,2.788200251,73.24079051,0.725327831,0.920615512,0.075803854,0.412653044,3.786695284,0.308220191,Low
51:40.0,MCH_180,69.68901296,54.60341604,143.8563233,1181,304,SUP_133,5.953255346,71.86010902,0.906153413,1.450913462,3.632061283,0.878330665,7.363820618,1,High
51:40.0,MCH_217,66.74387243,33.10494738,91.92122863,968,549,SUP_140,6.180690358,70.74143453,0.851603758,1.314897608,0.522098168,0.865854234,7.602171528,0.449434242,Low
51:40.0,MCH_151,65.29259238,53.38997813,166.4053523,1146,412,SUP_114,3.53334831,92.03215551,0.756715705,1.049075609,2.193446019,0.989316136,0.071974529,0.805911307,High
51:40.0,MCH_192,76.19964977,23.09932498,170.7349447,459,498,SUP_142,2.085044889,84.00500338,0.836586582,1.003556181,3.771366261,0.589786866,0.25446218,1,High
51:40.0,MCH_104,70.02995686,26.27011259,177.006358,436,390,SUP_131,5.615506458,84.85716745,0.73993976,1.026445322,4.620865394,0.901739209,0.8065344,1,High
51:40.0,MCH_75,71.77929709,32.41247431,176.9726649,742,582,SUP_121,6.375574761,84.12066443,0.751519772,0.93870604,4.932567188,0.996287349,0.335459763,1,High
51:40.0,MCH_182,79.77566543,28.16212395,69.16893216,447,518,SUP_114,4.795450803,86.18905546,0.864950827,1.072468275,1.515948338,0.872753537,2.671946095,0.614601373,Medium
51:40.0,MCH_239,70.69860397,39.3223115,111.0196374,551,234,SUP_125,5.825170281,82.24809244,0.911142573,1.187384584,1.35337834,0.598122983,9.006077303,0.649603764,Medium
51:40.0,MCH_103,70.02685043,39.32840003,198.5963937,1317,379,SUP_132,4.016956175,83.27003256,0.940235127,0.99571432,3.347093181,0.785448988,6.640621095,1,High
51:40.0,MCH_141,63.82851905,38.79818593,51.1210932,1063,496,SUP_112,6.848837943,89.41874734,0.736028126,1.31950789,4.132264439,0.872735151,2.681803944,1,High
51:40.0,MCH_215,70.26139618,52.30072994,195.5866318,828,474,SUP_100,2.683281107,79.59409758,0.962874944,1.295591402,4.934447555,0.639313275,0.087619333,1,High
51:40.0,MCH_153,69.24712362,29.80944153,127.5678027,788,147,SUP_128,5.61417164,89.80846085,0.78036448,1.189737188,3.135855487,0.92042736,6.016107777,1,High
51:40.0,MCH_202,78.70638305,24.38181551,180.5194788,538,320,SUP_135,6.044269528,79.73848436,0.820759471,1.446507652,3.754205839,0.763313882,6.99776009,1,High
51:40.0,MCH_185,68.54398811,45.15641562,152.8747961,1213,553,SUP_117,2.440934273,93.22765074,0.972205518,1.189949187,1.487505694,0.661912607,5.614622638,0.579823837,Medium
51:40.0,MCH_228,67.68672577,49.28136811,56.14539524,660,348,SUP_113,6.291263577,85.90143387,0.84838436,1.488014007,3.732728053,0.420215901,7.055627474,1,High
51:40.0,MCH_245,73.52450247,41.73027761,106.2470104,636,550,SUP_107,3.301754242,82.51968092,0.846369198,1.410525224,4.525361604,0.81881943,3.618815696,1,High
51:40.0,MCH_52,71.02674873,49.99989447,196.7554847,1212,316,SUP_111,4.485463426,83.13785792,0.731495035,1.430692524,4.413047699,0.731200555,6.989751783,1,High
51:40.0,MCH_212,69.22332067,30.60079581,76.56231542,1375,304,SUP_141,2.108649363,78.98319958,0.889342302,1.250005478,1.711443623,0.908010405,5.233088532,0.754051323,High
51:40.0,MCH_90,68.83825988,24.55873329,133.7464632,1213,134,SUP_144,2.204857671,90.99067201,0.963352876,1.11049099,2.881586811,0.97141574,2.191232134,0.939645412,High
51:40.0,MCH_196,68.66513142,30.71713734,58.6018905,343,163,SUP_112,4.219322424,90.84109414,0.72452771,1.278512412,2.460537713,0.920777194,3.508236877,0.973113928,High
51:40.0,MCH_221,77.47326599,31.83136413,65.55291573,1027,547,SUP_140,5.434341304,78.93871846,0.783093722,0.965368136,0.8775095,0.718906715,9.54988174,0.619816931,Medium
51:40.0,MCH_136,76.43385462,30.61602775,197.3050138,442,491,SUP_102,5.427568681,78.45179147,0.982704057,1.24059812,4.200865101,0.511660082,7.954220479,1,High
51:40.0,MCH_96,76.31205053,53.15166905,161.5540317,894,587,SUP_122,3.78936033,71.36231262,0.743083909,0.997569679,2.175128357,0.476965182,5.935788479,0.876907896,High
51:40.0,MCH_229,66.52323706,52.82379938,187.2513458,1292,121,SUP_145,5.558355304,74.63738407,0.849082429,1.182081656,1.816608264,0.421628327,8.673228515,0.782732958,High
51:40.0,MCH_240,67.44720496,55.04354464,69.78596534,358,153,SUP_131,5.122538189,81.71421287,0.927748658,1.437721075,1.196904525,0.928952389,7.450992418,0.57474635,Medium
51:40.0,MCH_210,82.8149735,34.94564405,116.9246294,493,510,SUP_139,3.187339071,88.72323029,0.942129341,1.422367037,0.277489678,0.401920889,9.952949124,0.394598183,Low
51:40.0,MCH_163,66.43682767,23.11328114,141.4864425,1474,438,SUP_110,3.256144982,78.56633007,0.904904795,1.308649996,0.308743759,0.807102172,1.485007434,0.202924971,Low
51:40.0,MCH_174,69.74931184,56.4706932,159.0444111,1002,159,SUP_121,2.842817875,75.98851972,0.72972004,1.281301775,4.155390373,0.748903046,1.435032122,1,High
51:40.0,MCH_122,69.62296333,48.46732406,167.2646745,926,579,SUP_149,5.804658087,87.12492845,0.830585134,0.922277261,3.656694476,0.897397361,0.541869786,1,High
51:40.0,MCH_116,72.29395864,57.89013591,77.35669079,596,433,SUP_101,6.265671394,89.5493319,0.778555547,1.238958711,0.557354386,0.454568541,7.715396062,0.488640859,Low
51:40.0,MCH_227,70.00283465,59.99637409,183.8911033,822,518,SUP_115,3.653638818,85.81287648,0.841145081,1.014603956,4.155938117,0.530687204,6.035513161,1,High
51:40.0,MCH_123,75.79976723,55.17392282,187.6522952,1088,129,SUP_107,6.217946404,82.33850062,0.855321376,1.339375578,1.162689922,0.494623159,7.951944429,0.600320579,Medium
51:40.0,MCH_73,62.47421959,48.18260533,143.6015238,372,515,SUP_101,3.595030375,76.5913863,0.827902347,1.054470527,1.940767445,0.86420336,3.998759951,0.813727628,High
51:40.0,MCH_54,77.21548065,21.61549014,182.2805944,1229,325,SUP_132,6.217043997,91.01884605,0.703999113,0.950487399,2.593904737,0.973405719,8.769047462,1,High
51:40.0,MCH_171,72.74462621,54.34633457,145.1052711,1324,176,SUP_107,2.359157985,92.66272259,0.952709319,1.113040353,3.951470725,0.483151789,2.851742507,1,High
51:40.0,MCH_197,70.68478135,51.38740417,194.7876692,444,515,SUP_142,3.397837441,84.14253141,0.927719288,1.063316849,1.105978282,0.677731038,0.618816322,0.417444491,Low
51:40.0,MCH_172,70.32668302,23.93219476,122.8049526,1095,214,SUP_141,5.041340928,85.72910853,0.916521607,1.195154013,0.684752963,0.536504674,1.342322581,0.363225883,Low
51:40.0,MCH_66,67.77907972,21.70920704,67.800038,1211,225,SUP_139,5.167420469,78.30236618,0.749208156,1.136438146,1.222158221,0.717750115,8.594851675,0.648984558,Medium
51:40.0,MCH_79,77.40898021,33.23374707,142.2301271,525,594,SUP_143,5.613952007,73.61001951,0.946592614,0.937648312,0.514707685,0.690378549,2.894377094,0.297129629,Low
51:40.0,MCH_185,57.86270355,58.30345523,162.2216729,980,244,SUP_102,4.722555438,88.14675531,0.987252436,0.988254914,2.929752318,0.609473846,6.824752383,1,High
51:40.0,MCH_74,68.99672793,55.90124237,122.3101583,952,213,SUP_113,5.177015814,73.99337645,0.956363458,0.931590187,0.968202618,0.463268721,4.839663608,0.422557694,Low
51:40.0,MCH_242,59.70516574,26.2505842,104.3535901,1473,439,SUP_105,3.979167649,92.08028836,0.793213329,0.925572007,1.48777402,0.91083887,9.952778514,0.784965978,High
51:40.0,MCH_236,75.60063656,52.4967547,155.8523701,427,274,SUP_135,6.156711522,81.80044288,0.890648693,1.152468852,3.940510067,0.793099745,8.096894748,1,High
51:40.0,MCH_175,72.93108518,55.26931046,74.84221474,511,168,SUP_114,6.776530171,89.72451009,0.752247458,1.101367953,1.554471257,0.922766199,2.356387811,0.631721355,Medium
51:40.0,MCH_104,64.9195371,53.42512863,183.461358,458,179,SUP_142,2.80811723,83.43934562,0.980833402,1.436719053,4.312519481,0.656423158,6.319493261,1,High
51:40.0,MCH_106,72.72001349,57.36168621,146.2039189,608,220,SUP_118,3.225032802,89.01316192,0.97956665,1.450437308,3.492124242,0.696446623,7.89056095,1,High
51:40.0,MCH_150,69.70110034,46.15903837,94.03159147,463,580,SUP_122,2.246521621,94.69942074,0.834711014,1.391997663,1.627993888,0.651448937,4.902514772,0.708497372,Medium
51:40.0,MCH_178,78.87287401,54.71812863,61.20993302,1463,283,SUP_122,6.375930208,74.41518055,0.867452929,1.026137048,3.262610796,0.443698784,7.692575043,1,High
51:40.0,MCH_107,83.00544384,55.97907657,60.53018595,970,322,SUP_125,3.556829995,91.53736739,0.994308929,1.107076499,1.249203464,0.614100131,1.956604772,0.434981889,Low
51:40.0,MCH_127,72.08538464,37.05394885,171.3790514,826,501,SUP_128,2.982067512,93.3457902,0.987795263,0.963061271,3.704795955,0.533296035,3.741948727,1,High
51:40.0,MCH_137,68.90589304,52.0430941,142.6103819,1019,441,SUP_110,5.305445302,75.62092254,0.743126032,1.292059135,4.039603088,0.678889008,6.74643911,1,High
51:40.0,MCH_216,66.05248124,27.26939178,61.24016601,852,351,SUP_147,4.914084641,91.64229252,0.865065344,0.938344993,1.065635846,0.521768977,3.079038844,0.501653741,Medium
51:40.0,MCH_55,76.52480113,43.77002283,81.16697007,701,241,SUP_108,3.721403444,84.00472623,0.967632191,1.082361286,2.848638167,0.71445,3.146806718,0.981193089,High
